Topic,Words,Frequency,Timestamp,Name
9,"shooting, connie, bernardino, filion, courtship",4,2024-01-28 08:49:57.529411840+00:00,Shootings and Police Encounters
10,"atmospheric, storm, rainfall, flooding, snow",6,2024-01-28 08:49:57.529411840+00:00,Heavy rain and flooding in southern California
11,"column, discus, essay, reader, guest",6,2024-01-28 08:49:57.529411840+00:00,Marriage Perspectives
12,"capote, swan, feud, series, pretty",8,2024-01-28 08:49:57.529411840+00:00,TV Series
14,"stiell, payouts, chevron, exxon, azerbaijan",3,2024-01-28 08:49:57.529411840+00:00,Fossil Fuels and Climate Change
15,"primary, strictly, skipping, tammy, turnout",4,2024-01-28 08:49:57.529411840+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",3,2024-01-28 08:49:57.529411840+00:00,Nytimes articles from past year
17,"iran, iranian, backed, militia, tehran",14,2024-01-28 08:49:57.529411840+00:00,Iranian commander killed in Israeli strike
18,"hostile, spilling, grind, fatality, reservist",4,2024-01-28 08:49:57.529411840+00:00,Gaza War & Hamas Attack
19,"weisselberg, admit, lying, allen, familiar",1,2024-01-28 08:49:57.529411840+00:00,Donald Trump Fraud Trial
20,"walla, revival, storybook, shanty, lancaster",4,2024-01-28 08:49:57.529411840+00:00,Three-bedroom home in Los Angeles
21,"grinberg, chalfin, kingsley, garrett, solving",3,2024-01-28 08:49:57.529411840+00:00,Solving Weekend Puzzles
22,"ballet, jowitt, chita, downplaying, dance",3,2024-01-28 08:49:57.529411840+00:00,Dance in New York
23,"rate, interest, unchanged, reserve, interestrate",6,2024-01-28 08:49:57.529411840+00:00,Federal Reserve Interest Rate
24,"broadway, daring, cabaret, remembered, performance",2,2024-01-28 08:49:57.529411840+00:00,Broadway Musical Revival
25,"artificial, intelligence, artificialintelligence, perplexity, simplified",5,2024-01-28 08:49:57.529411840+00:00,Artificial Intelligence
27,"punk, rapper, outstreamed, ratcheted, blustery",4,2024-01-28 08:49:57.529411840+00:00,Billboard Chart Toppers
28,"adam, eric, mayor, mayoreric, council",7,2024-01-28 08:49:57.529411840+00:00,Mayor Eric Adam
29,"social, medium, socialmedium, kahan, scapegoating",6,2024-01-28 08:49:57.529411840+00:00,Social Media Platform
30,"ind, mill, gary, steel, determined",1,2024-01-28 08:49:57.529411840+00:00,Housing Rent Regulation
31,"imperil, dismay, congregant, posture, biden",4,2024-01-28 08:49:57.529411840+00:00,Biden Addresses American Public
32,"immigration, surest, languish, crossers, underfunded",5,2024-01-28 08:49:57.529411840+00:00,Asylum Seekers at Southern Border
33,"electric, vehicle, navistar, volvo, horsepower",3,2024-01-28 08:49:57.529411840+00:00,Electric Vehicles
34,"pressler, pastor, disgraced, window, divided",1,2024-01-28 08:49:57.529411840+00:00,Pope Francis and Catholic Church
36,"temperature, changed, past, decade, heat",1,2024-01-28 08:49:57.529411840+00:00,Heat Wave Alert
37,"ethicist, magazine, coveting, columnist, magazineethicist",4,2024-01-28 08:49:57.529411840+00:00,Climate Change Ethics
38,"irobot, vince, iphones, graft, entanglement",4,2024-01-28 08:49:57.529411840+00:00,Microsoft Google Face Antitrust Probe
39,"daniela, blum, intend, quite, flower",1,2024-01-28 08:49:57.529411840+00:00,Dating App Success Stories
40,"dmc, murdering, jam, jay, shock",1,2024-01-28 08:49:57.529411840+00:00,Sexual Assault Allegations
41,"apt, wetland, overturn, decision, harder",2,2024-01-28 08:49:57.529411840+00:00,Supreme Court Cases
42,"dugout, skipper, sox, stint, managing",1,2024-01-28 08:49:57.529411840+00:00,Yankees vs Mets Baseball Rivalry
43,"stocked, departed, stunning, pac, florida",1,2024-01-28 08:49:57.529411840+00:00,Florida Governor Presidential Campaign
44,"nose, dog, yeah, canine, coping",3,2024-01-28 08:49:57.529411840+00:00,Dog Care Industry
45,"semester, woke, ideology, ron, desantis",1,2024-01-28 08:49:57.529411840+00:00,Ron Desantis Presidential Run
46,"gershwin, philharmonic, orchestra, conductor, masterpiece",2,2024-01-28 08:49:57.529411840+00:00,Orchestra Conductor Life
47,"bey, obscura, yaya, paramore, jelly",2,2024-01-28 08:49:57.529411840+00:00,Heartrack
50,"fruition, undergo, broadly, abortion, legislative",1,2024-01-28 08:49:57.529411840+00:00,Abortion Rights in Ohio
51,"myriad, novice, dungeon, dragon, game",1,2024-01-28 08:49:57.529411840+00:00,Video Game
52,"manufacturer, blew, dealbook, alaska, aviation",2,2024-01-28 08:49:57.529411840+00:00,Alaska Airline Flight Incident
53,"haley, bygone, nikki, needed, shifted",2,2024-01-28 08:49:57.529411840+00:00,Nikki Haley's Presidential Campaign
54,"djibouti, maj, energize, white, propelled",2,2024-01-28 08:49:57.529411840+00:00,White House Politics
56,"creditor, bankruptcy, crypto, exchange, failed",1,2024-01-28 08:49:57.529411840+00:00,FTX Founder Arrested
57,"unpredictability, pick, dreamworks, trunk, fantastical",2,2024-01-28 08:49:57.529411840+00:00,This Month's Pick Include
58,"african, geingob, niger, sall, macky",5,2024-01-28 08:49:57.529411840+00:00,West African regional bloc presidency
59,"streaming, service, rogan, espn, spotify",3,2024-01-28 08:49:57.529411840+00:00,Streaming Service Revenue
60,"brushlike, quarry, alienacanthus, aptly, paleontologist",2,2024-01-28 08:49:57.529411840+00:00,Reptile Evolution in Australia
61,"netanyahu, benjamin, remaining, potentially, analyst",1,2024-01-28 08:49:57.529411840+00:00,Netanyahu in Israel
64,"swift, taylor, taylorswift, kelce, drake",13,2024-01-28 08:49:57.529411840+00:00,Taylor Swift
65,"crumbling, nato, candidacy, european, rising",1,2024-01-28 08:49:57.529411840+00:00,Nordic Summit on NATO Expansion
66,"ecologically, cellar, inventory, bartender, cocktail",2,2024-01-28 08:49:57.529411840+00:00,Wine and Diversity
68,"hale, nathan, debut, make, york",1,2024-01-28 08:49:57.529411840+00:00,New York Times Crossword Debuts
69,"unrest, estimated, affected, airport, passenger",1,2024-01-28 08:49:57.529411840+00:00,Cartel Violence in Mexico and Colombia
71,"mitigating, menendez, narrative, robert, false",1,2024-01-28 08:49:57.529411840+00:00,Menendez Bribery Scandal
72,"attractiveness, influencer, important, economy, ever",1,2024-01-28 08:49:57.529411840+00:00,Economic Resilience in Face of Recession
74,"taskrabbit, dj, introducing, chatbots, chatgpt",1,2024-01-28 08:49:57.529411840+00:00,Chatbots Race: Tech Giants' Own Dangerous Creations
75,"preventing, disease, serious, critical, heart",1,2024-01-28 08:49:57.529411840+00:00,Weight Loss Drug
76,"edged, siege, rethink, expressing, regret",2,2024-01-28 08:49:57.529411840+00:00,President Biden's Israel Trip
77,"impromptu, diary, lunch, metropolitan, tale",1,2024-01-28 08:49:57.529411840+00:00,New York City Diary
78,"foolish, murdaugh, fleeting, murdered, clerk",1,2024-01-28 08:49:57.529411840+00:00,Preparing for Trial: Juror Selection and Evidence Preparation
79,"meteorologist, misinformation, cycle, combat, climate",1,2024-01-28 08:49:57.529411840+00:00,Climate Change Solutions
80,"period, hollywood, entered, backlash, viewer",2,2024-01-28 08:49:57.529411840+00:00,Hollywood Actor Strike
81,"hospital, garb, seawater, flush, brandishing",3,2024-01-28 08:49:57.529411840+00:00,Israeli raid on Gaza's Al Shifa Hospital
82,"compass, ruy, constituency, teixeira, alienating",3,2024-01-28 08:49:57.529411840+00:00,Political Polarization in America
83,"freight, railroad, font, derailed, palestine",3,2024-01-28 08:49:57.529411840+00:00,Train Accident in Ohio
86,"gorilla, crawling, fide, workout, fad",1,2024-01-28 08:49:57.529411840+00:00,Fitness Exercise Workout Habits
87,"want, psychologist, ask, reflect, perfect",3,2024-01-28 08:49:57.529411840+00:00,Want to hear
88,"exploit, advantage, chaos, playing, class",2,2024-01-28 08:49:57.529411840+00:00,Republican Party Disarray
91,"mahler, soprano, opera, consecutive, philharmonic",1,2024-01-28 08:49:57.529411840+00:00,Opera Premiere at Metropolitan Opera
92,"catherine, convalesce, princess, wale, abdominal",2,2024-01-28 08:49:57.529411840+00:00,Royal Family Health Crisis
93,"edging, suspend, sealed, negotiator, ceasefire",1,2024-01-28 08:49:57.529411840+00:00,Gaza Ceasefire Efforts
94,"grandparental, broach, supervision, cheated, reap",1,2024-01-28 08:49:57.529411840+00:00,Marriage Relationship Wonders
95,"carolina, stumping, atkins, uncompetitive, south",3,2024-01-28 08:49:57.529411840+00:00,Carolina Governors
98,"finalize, graduation, salary, school, college",3,2024-01-28 08:49:57.529411840+00:00,College Admissions and Financial Aid
99,"kotek, homelessness, tina, oregon, threatens",1,2024-01-28 08:49:57.529411840+00:00,Homelessness in Cities
100,"licensing, universal, merit, pop, focusing",2,2024-01-28 08:49:57.529411840+00:00,Pop Superstar Conversation
101,"millwood, danbury, conn, bedroom, property",1,2024-01-28 08:49:57.529411840+00:00,Bedroom Property
102,"concourse, bay, kip, turtle, property",1,2024-01-28 08:49:57.529411840+00:00,Property in Manhattan
103,"willis, fani, nathan, wade, romantic",3,2024-01-28 08:49:57.529411840+00:00,Fulton County District Attorney
105,"streamlined, allure, wardrobe, expert, listen",2,2024-01-28 08:49:57.529411840+00:00,Experts Say Sleep Essential for Better Health
106,"miniature, submitted, featuring, love, modern",2,2024-01-28 08:49:57.529411840+00:00,Modern Love Miniature Featuring Reader Submitted Stories
107,"confirmation, headway, overall, ballot, remake",2,2024-01-28 08:49:57.529411840+00:00,Colorado Supreme Court Rulings
108,"stole, hacker, attorney, saving, general",1,2024-01-28 08:49:57.529411840+00:00,Attorney General Ken Paxton
109,"reading, suggested, editor, critic, suggestedreading",1,2024-01-28 08:49:57.529411840+00:00,Suggested Reading in New York Times
110,"intractable, delusion, fake, estate, luxury",1,2024-01-28 08:49:57.529411840+00:00,New York Real Estate Settlement
111,"cooperative, restricting, resumed, korea, fentanyl",1,2024-01-28 08:49:57.529411840+00:00,North Korea Leadership
113,"pac, advertising, purchase, super, battleground",1,2024-01-28 08:49:57.529411840+00:00,Robert Kennedy Jr. Presidential Bid
114,"impeachment, developed, partisan, perhaps, corruption",1,2024-01-28 08:49:57.529411840+00:00,President Biden Son Impeachment Inquiry
115,"educational, concerned, mental, prospect, previous",1,2024-01-28 08:49:57.529411840+00:00,Mental Health Crisis in Adolescents
116,"earhart, sonar, robotics, archaeologist, bottom",1,2024-01-28 08:49:57.529411840+00:00,Missing Submersible Titanic Wreckage
118,"earthquake, konut, antakya, karapirli, bottomless",2,2024-01-28 08:49:57.529411840+00:00,Earthquake in Morocco
119,"cooker, rafah, refuge, despair, displaced",1,2024-01-28 08:49:57.529411840+00:00,Southern Gaza Under Threat Of Israeli Invasion
120,"align, prohibited, bathroom, transgender, exception",1,2024-01-28 08:49:57.529411840+00:00,Transgender minor transition care ban
121,"turmoil, middle, current, east, center",1,2024-01-28 08:49:57.529411840+00:00,Middle East Conflict
125,"prowess, parrot, peacock, bird, maga",2,2024-01-28 08:49:57.529411840+00:00,Birding in New York
126,"vaccination, actually, safe, level, fall",1,2024-01-28 08:49:57.529411840+00:00,Vaccine Shot for Covid and Flu
127,"reviled, revised, replacement, transit, unveiled",1,2024-01-28 08:49:57.529411840+00:00,Collapse of Francis Scott Key Bridge in Baltimore
130,"fenway, sovereign, arabia, saudi, involves",1,2024-01-28 08:49:57.529411840+00:00,Golf in Saudi Arabia
131,"semitism, segre, liliana, conscience, pessimistic",1,2024-01-28 08:49:57.529411840+00:00,World War II Holocaust Survivor
132,"volodymyr, zelensky, consumed, rampant, precarious",1,2024-01-28 08:49:57.529411840+00:00,President Volodymyr Zelensky
133,"inspired, bash, devoted, tell, storyreal",2,2024-01-28 08:49:57.529411840+00:00,Real Inspired Image Stories
134,"decriminalization, comparison, portugal, match, struggled",1,2024-01-28 08:49:57.529411840+00:00,Cannabis Legalization Efforts
139,"valieva, kamila, medal, gold, disqualification",2,2024-01-28 08:49:57.529411840+00:00,Olympic Gold Medal Dispute
140,"mazi, pilip, suozzi, feb, pitting",2,2024-01-28 08:49:57.529411840+00:00,Suozzi vs Pilip in NY Special House Election
141,"johnson, mike, speaker, hallway, navigates",2,2024-01-28 08:49:57.529411840+00:00,Speaker Mike Johnson Avoids Shutdown
143,"hampshire, newhampshire, outlasted, morass, indicate",3,2024-01-28 08:49:57.529411840+00:00,New Hampshire Primary
145,"chromosome, molecule, sclerosis, confuse, fragment",3,2024-01-28 08:49:57.529411840+00:00,Gene Therapy for Disease Treatment
147,"prone, hudson, infrastructure, balance, flood",1,2024-01-28 08:49:57.529411840+00:00,Climate Change Impact on Water Supply
150,"insect, endangered, orange, classified, black",1,2024-01-28 08:49:57.529411840+00:00,Insect Colony Dynamics
153,"ronna, mcdaniel, direction, begun, committee",1,2024-01-28 08:49:57.529411840+00:00,Fox News Committee
157,"jan, correction, print, appeared, printon",3,2024-01-28 08:49:57.529411840+00:00,Correction Appeared in Print on Wednesday
165,"communicating, image, think, iscommunicating, youthink",1,2024-01-28 08:49:57.529411840+00:00,Communicating Thoughts
167,"awful, grip, explains, answer, view",1,2024-01-28 08:49:57.529411840+00:00,Maximizing Leisure Year's Value
168,"stultifying, bank, west, raided, volatile",2,2024-01-28 08:49:57.529411840+00:00,West Bank conflict
170,"vague, patience, banker, tricky, columnist",1,2024-01-28 08:49:57.529411840+00:00,Stock Market Outlook
174,"tropic, pollinator, conserve, rainforest, amazon",1,2024-01-28 08:49:57.529411840+00:00,Climate Change Impact on Agriculture
178,"deter, red, militia, sea, airstrikes",1,2024-01-28 08:49:57.529411840+00:00,Red Sea Houthi Attack
180,"finalize, senate, dim, pairing, vote",2,2024-01-28 08:49:57.529411840+00:00,Aid Package for Ukraine
181,"compared, cash, million, hand, campaign",1,2024-01-28 08:49:57.529411840+00:00,Fundraising in Political Campaigns
184,"whale, washed, ashore, rope, wrapped",1,2024-01-28 08:49:57.529411840+00:00,Whale Endangerment
185,"caption, moderated, stripped, closely, join",2,2024-01-28 08:49:57.529411840+00:00,Student See Moderated Conversation
189,"recommends, tv, kidman, melancholy, critic",2,2024-01-28 08:49:57.529411840+00:00,TV Critic Recommends
191,"dismantled, troubled, end, property, latest",1,2024-01-28 08:49:57.529411840+00:00,Latest End Dates
201,"psychedelics, shunning, ketamine, shaking, alcohol",1,2024-01-28 08:49:57.529411840+00:00,Psychedelics and Addiction
205,"feb, correction, print, thursday, appeared",2,2024-01-28 08:49:57.529411840+00:00,Correction Appeared in Print on Thursday
206,"modi, ayodhya, narendra, opted, temple",1,2024-01-28 08:49:57.529411840+00:00,Narendra Modi Seeks Third Term as Prime Minister of India
208,"undersung, superior, sandwich, cousin, argues",1,2024-01-28 08:49:57.529411840+00:00,Our Critic Writes
210,"inflation, cold, hot, growth, winning",1,2024-01-28 08:49:57.529411840+00:00,Inflation Debate
216,"sante, lucy, memoir, recount, transition",1,2024-01-28 08:49:57.529411840+00:00,New Memoir by Shane McCrae
218,"regaled, basie, funk, jazz, disco",1,2024-01-28 08:49:57.529411840+00:00,Jazz Musicians
219,"haiti, pacify, kenya, gang, sank",1,2024-01-28 08:49:57.529411840+00:00,Haiti gang violence
220,"kimmel, megastar, predicts, jimmy, offense",1,2024-01-28 08:49:57.529411840+00:00,Kimmel vs Trump
222,"borrower, loan, easier, retirement, paying",1,2024-01-28 08:49:57.529411840+00:00,Student Loan Repayment
223,"crow, surviving, tennessee, basketball, recognition",1,2024-01-28 08:49:57.529411840+00:00,Coach Tara Vanderveer's Success
235,"carroll, jean, payout, compel, horizon",2,2024-01-28 08:49:57.529411840+00:00,Carroll Sexual Assault Case
236,"defiant, peaceful, convoy, stance, gathered",1,2024-01-28 08:49:57.529411840+00:00,Texas Border Immigration
240,"outraged, hockey, ontario, turmoil, accusation",1,2024-01-28 08:49:57.529411840+00:00,Sikh Separatist Killed in Canada
244,"lloyd, austin, iii, disclose, immediately",2,2024-01-28 08:49:57.529411840+00:00,Defense Secretary Lloyd Austin III Hospitalized
252,"animosity, jack, smith, counsel, assertion",1,2024-01-28 08:49:57.529411840+00:00,Special Counsel Jack Smith Investigation
256,"9news, purcell, automation, georgie, photoshop",1,2024-01-28 08:49:57.529411840+00:00,Correction Appeared in Print on Wednesday
257,"tiktok, broadcasting, layoff, pulled, label",2,2024-01-28 08:49:57.529411840+00:00,Twitter vs Instagram App Battle
260,"feb, correction, print, saturday, appeared",1,2024-01-28 08:49:57.529411840+00:00,Correction Appeared in Print on Saturday Oct
261,"library, battleground, preserve, worse, jail",1,2024-01-28 08:49:57.529411840+00:00,Library Attacks and Book Bans
264,"samsel, trespassing, acquitted, barber, guilty",1,2024-01-28 08:49:57.529411840+00:00,Guilty Pleas in Georgia
267,"box, broke, office, chinese, movie",1,2024-01-28 08:49:57.529411840+00:00,Box Office Smash
269,"sideline, khan, pakistan, battered, verdict",2,2024-01-28 08:49:57.529411840+00:00,Pakistan political crisis
272,"quarterly, layoff, revenue, rose, fell",1,2024-01-28 08:49:57.529411840+00:00,Profit Growth Report
273,"legislature, overwhelmingly, preference, alumnus, poised",1,2024-01-28 08:49:57.529411840+00:00,State Legislature Activity
276,"february, quotation, quotationof, day, sunday",3,2024-01-28 08:49:57.529411840+00:00,Quotation Day Friday February
281,"unreleased, epstein, jeffrey, kahn, abusing",1,2024-01-28 08:49:57.529411840+00:00,Jeffrey Epstein Sex Trafficking
283,"camera, connected, ring, ask, owned",1,2024-01-28 08:49:57.529411840+00:00,Privacy Concerns with Security Technology
290,"nytimes, com, sentence, article, word",2,2024-01-28 08:49:57.529411840+00:00,This Word in Sentences
292,"novelty, excitement, adventure, closer, grand",1,2024-01-28 08:49:57.529411840+00:00,Easy Cycling Adventure on Cobbled Road
294,"zindashti, naji, sharifi, kingpin, defector",1,2024-01-28 08:49:57.529411840+00:00,Narges Mohammadi Jailed in Iran
302,"vertex, pain, acute, pharmaceutical, medicine",1,2024-01-28 08:49:57.529411840+00:00,Painful Dental Work Leads to Suffering
308,"feb, sunday, correction, print, appeared",1,2024-01-28 08:49:57.529411840+00:00,Correction Appeared in Print on Sunday
309,"saudi, pullback, behest, subdued, arabia",1,2024-01-28 08:49:57.529411840+00:00,Saudi Arabia Oil Production Cuts
310,"homeland, security, handling, impeach, secretary",2,2024-01-28 08:49:57.529411840+00:00,Homeland Security Impeachment
311,"frugal, sampling, unsung, traveling, destination",1,2024-01-28 08:49:57.529411840+00:00,Travel Cost Control
312,"hair, aniston, haircut, adaptable, barber",2,2024-01-28 08:49:57.529411840+00:00,Hair Evolution & Styling
315,"unifying, diversity, divisive, equity, program",1,2024-01-28 08:49:57.529411840+00:00,Diversity Initiatives Under Fire
321,"crumbley, jennifer, classmate, ethan, son",2,2024-01-28 08:49:57.529411840+00:00,Jennifer Crumbley's Son Killed 4 in School Shooting
326,"upsells, headset, ons, valuable, teach",1,2024-01-28 08:49:57.529411840+00:00,Apple VR Headset
327,"emmanuel, macron, loosen, farmer, nationwide",1,2024-01-28 08:49:57.529411840+00:00,Macron in France
329,"ezra, klein, episode, feb, ezraklein",1,2024-01-28 08:49:57.529411840+00:00,Ezra Klein Show - March Episode
335,"spill, toxic, express, frustration, trip",1,2024-01-28 08:49:57.529411840+00:00,Tax Policy Debate
338,"renegotiating, bursting, expires, bubble, awareness",2,2024-01-28 08:49:57.529411840+00:00,Apollo-Sony Merger Talks
343,"penguin, gentoo, suspected, virus, tested",1,2024-01-28 08:49:57.529411840+00:00,Avian Flu Outbreak
345,"zealand, vener, andrea, allen, houston",1,2024-01-28 08:49:57.529411840+00:00,New Zealand Indigenous Issues
347,"blurred, berner, weed, francisco, san",1,2024-01-28 08:49:57.529411840+00:00,San Francisco Weed Empire
348,"zoo, fled, rest, park, central",1,2024-01-28 08:49:57.529411840+00:00,Central Park Properties
351,"clearwater, slammed, fla, pilot, plane",1,2024-01-28 08:49:57.529411840+00:00,Airplane Crashes
352,"liquidation, evergrande, core, argument, economic",2,2024-01-28 08:49:57.529411840+00:00,Reelection Economic Performance
354,"noisy, ban, furious, unhappy, safeguard",2,2024-01-28 08:49:57.529411840+00:00,Video App Faces Ban in United States
357,"genetics, galvanizing, guilt, conflicting, ruby",1,2024-01-28 08:49:57.529411840+00:00,Gender Governance Astonishes Elsewhere
362,"dared, defamation, value, worth, lawsuit",1,2024-01-28 08:49:57.529411840+00:00,Defamation Lawsuit Against Scientology
363,"orban, viktor, hungarian, hungary, afloat",2,2024-01-28 08:49:57.529411840+00:00,Hungarian Prime Minister Viktor Orban
364,"crawl, prison, inmate, deteriorated, locked",1,2024-01-28 08:49:57.529411840+00:00,Prison Inmate Escape in Arizona
373,"bacteria, gut, drinking, explore, beginning",1,2024-01-28 08:49:57.529411840+00:00,Poisoned Apple Sauce
379,"depend, cannabis, drug, risk, health",1,2024-01-28 08:49:57.529411840+00:00,Opioid Epidemic in Baltimore
381,"exceeding, employer, revised, added, stronger",1,2024-01-28 08:49:57.529411840+00:00,Employer Job Growth
382,"january, quotation, tuesday, day, quotationof",3,2024-01-28 08:49:57.529411840+00:00,Quotation Day Tuesday January
390,"honoree, sustain, formal, newest, grant",1,2024-01-28 08:49:57.529411840+00:00,Inauguration Celebration
392,"crowdfunding, survivor, income, wildfire, site",1,2024-01-28 08:49:57.529411840+00:00,Donation Tax Deductible Philanthropy
393,"optimistic, strange, vision, distrust, worryabout",1,2024-01-28 08:49:57.529411840+00:00,Distrust and Worry in the Workplace
396,"estate, epitomized, real, slumping, collapsing",2,2024-01-28 08:49:57.529411840+00:00,Beijing Real Estate Sector
401,"scrapping, overturn, implication, date, march",1,2024-01-28 08:49:57.529411840+00:00,Former President Faces Federal Trial
409,"stocked, prided, fray, existential, obsession",2,2024-01-28 08:49:57.529411840+00:00,New Book Explores Existential Questions
410,"recruiting, signaling, tennessee, collective, rein",1,2024-01-28 08:49:57.529411840+00:00,College Athletes Unionize
413,"spelman, converged, conference, ago, black",1,2024-01-28 08:49:57.529411840+00:00,Black Women's Health Breakthrough
418,"popularize, betting, pitfall, league, sport",1,2024-01-28 08:49:57.529411840+00:00,Betting in Sports
-1,"would, game, war, president, said",419,2024-02-04 13:02:19.627450880+00:00,Political News
0,"chicken, frito, restaurant, recipe, tomato",25,2024-02-04 13:02:19.627450880+00:00,Recipe for Chicken Dish
1,"museum, art, exhibit, artist, globalized",9,2024-02-04 13:02:19.627450880+00:00,Art Exhibition in Brooklyn
2,"hengjun, china, shangri, bhutan, monk",5,2024-02-04 13:02:19.627450880+00:00,China-US Relations
3,"novel, novelist, trondheim, alia, livesey",9,2024-02-04 13:02:19.627450880+00:00,Novels by Irish Author
4,"oppenheimer, director, listens, dr1ft, jee",7,2024-02-04 13:02:19.627450880+00:00,Director Wes Ball Narrates Sequence Film
5,"fashion, watchmaker, phat, arnault, posen",9,2024-02-04 13:02:19.627450880+00:00,Fashion Designer Dies
6,"stuck, feeling, today, puzzle, help",7,2024-02-04 13:02:19.627450880+00:00,Feeling Stuck Today Puzzle Help
7,"need, puzzle, case, help, puzzlehelp",14,2024-02-04 13:02:19.627450880+00:00,Puzzle Help Needed
8,"sabotaged, kyiv, zaluzhny, valery, rampant",3,2024-02-04 13:02:19.627450880+00:00,Ukraine-Russia War
9,"handcuff, parkland, grieving, arena, fla",2,2024-02-04 13:02:19.627450880+00:00,Shootings and Police Encounters
10,"storm, rain, atmospheric, rainfall, hillside",10,2024-02-04 13:02:19.627450880+00:00,Heavy rain and flooding in southern California
11,"reader, react, discus, essay, guest",8,2024-02-04 13:02:19.627450880+00:00,Marriage Perspectives
12,"ryan, liev, viewership, teased, capote",6,2024-02-04 13:02:19.627450880+00:00,TV Series
13,"moon, flybys, malfunctioned, mellon, rover",4,2024-02-04 13:02:19.627450880+00:00,Moon Exploration
14,"auchincloss, renewables, oriented, bahrain, project",3,2024-02-04 13:02:19.627450880+00:00,Fossil Fuels and Climate Change
15,"primary, candidate, nominating, contest, presidential",13,2024-02-04 13:02:19.627450880+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",4,2024-02-04 13:02:19.627450880+00:00,Nytimes articles from past year
17,"militia, iranian, iraq, kata, ib",5,2024-02-04 13:02:19.627450880+00:00,Iranian commander killed in Israeli strike
18,"straining, relationship, nation, gaza, war",1,2024-02-04 13:02:19.627450880+00:00,Gaza War & Hamas Attack
19,"perjury, engoron, arthur, negotiating, punishment",1,2024-02-04 13:02:19.627450880+00:00,Donald Trump Fraud Trial
20,"bedroom, palazzo, yardwork, bungalow, condominium",6,2024-02-04 13:02:19.627450880+00:00,Three-bedroom home in Los Angeles
21,"koetters, zhouqin, burnikel, glowing, iverson",3,2024-02-04 13:02:19.627450880+00:00,Solving Weekend Puzzles
22,"jez, philadanco, butterworth, ballet, ratmansky",3,2024-02-04 13:02:19.627450880+00:00,Dance in New York
24,"journalistic, fabrication, wilder, musical, sin",2,2024-02-04 13:02:19.627450880+00:00,Broadway Musical Revival
25,"irreducibly, tenen, intelligence, yi, dennis",1,2024-02-04 13:02:19.627450880+00:00,Artificial Intelligence
27,"rap, ozawa, blige, sade, vulture",5,2024-02-04 13:02:19.627450880+00:00,Billboard Chart Toppers
28,"eric, adam, mayor, yearly, renew",3,2024-02-04 13:02:19.627450880+00:00,Mayor Eric Adam
29,"homogenized, algorithmic, artificially, recalling, standardized",2,2024-02-04 13:02:19.627450880+00:00,Social Media Platform
30,"housing, rental, rent, bal, upfront",5,2024-02-04 13:02:19.627450880+00:00,Housing Rent Regulation
31,"biden, vdara, age, insulting, visibly",12,2024-02-04 13:02:19.627450880+00:00,Biden Addresses American Public
32,"border, inflow, venezuelan, risking, migration",5,2024-02-04 13:02:19.627450880+00:00,Asylum Seekers at Southern Border
33,"ford, restructuring, electric, slashed, pension",2,2024-02-04 13:02:19.627450880+00:00,Electric Vehicles
34,"benanti, paolo, advises, advancing, catholic",1,2024-02-04 13:02:19.627450880+00:00,Pope Francis and Catholic Church
36,"warmest, eighth, heel, blew, row",1,2024-02-04 13:02:19.627450880+00:00,Heat Wave Alert
37,"ethicist, magazine, schoolchildren, columnist, exclusion",2,2024-02-04 13:02:19.627450880+00:00,Climate Change Ethics
38,"figma, felled, adobe, grappling, regulatory",1,2024-02-04 13:02:19.627450880+00:00,Microsoft Google Face Antitrust Probe
40,"lovecraft, misbehavior, separately, physical, denied",1,2024-02-04 13:02:19.627450880+00:00,Sexual Assault Allegations
41,"clerked, gorsuch, kagan, murray, jason",1,2024-02-04 13:02:19.627450880+00:00,Supreme Court Cases
43,"rubio, marco, shake, florida, nothing",1,2024-02-04 13:02:19.627450880+00:00,Florida Governor Presidential Campaign
46,"orchestra, symphony, conductor, jonathon, olafsson",5,2024-02-04 13:02:19.627450880+00:00,Orchestra Conductor Life
47,"hear, samara, laufey, isbell, gibbon",3,2024-02-04 13:02:19.627450880+00:00,Heartrack
50,"hinge, reproductive, future, america, next",1,2024-02-04 13:02:19.627450880+00:00,Abortion Rights in Ohio
52,"boeing, plane, max, fuselage, airline",6,2024-02-04 13:02:19.627450880+00:00,Alaska Airline Flight Incident
53,"haley, nikki, nikkihaley, caucus, unopposed",6,2024-02-04 13:02:19.627450880+00:00,Nikki Haley's Presidential Campaign
54,"white, whitehouse, house, forgetful, foreshadowing",5,2024-02-04 13:02:19.627450880+00:00,White House Politics
57,"absurdist, spanning, pick, teenage, include",1,2024-02-04 13:02:19.627450880+00:00,This Month's Pick Include
58,"macky, sall, abruptly, postponed, legislator",1,2024-02-04 13:02:19.627450880+00:00,West African regional bloc presidency
59,"streaming, cable, subscriber, soar, warner",4,2024-02-04 13:02:19.627450880+00:00,Streaming Service Revenue
61,"netanyahu, benjamin, narrowly, rafah, judiciary",2,2024-02-04 13:02:19.627450880+00:00,Netanyahu in Israel
63,"cup, qualification, slot, scramble, arena",2,2024-02-04 13:02:19.627450880+00:00,World Cup
64,"swift, taylor, taylorswift, album, juszczyk",9,2024-02-04 13:02:19.627450880+00:00,Taylor Swift
